chr	start	end	startCpG	endCpG	Mouth	Stomach	Small-intestine	Colon
chr1	33010450	33010695	552736	552741	0.91	0.02	0.86	0.78
chr18	72756264	72756600	23930799	23930808	0.80	0.07	0.96	0.95
chr14	61062481	61062816	19692650	19692656	0.92	0.11	0.94	0.94
chr15	83596615	83597101	20879926	20879938	0.96	0.13	0.96	0.96
chr21	27306235	27306875	25897441	25897449	0.93	0.13	0.97	0.96
chr1	9864731	9865041	203748	203757	0.02	0.88	0.11	0.05
chr7	6520727	6520961	10681371	10681384	0.94	0.06	0.78	0.91
chr2	166625375	166625654	3750499	3750506	0.95	0.07	0.74	0.93
chr17	4927750	4928284	22293775	22293781	0.79	0.03	0.90	0.89
chr14	105918548	105918788	20195142	20195149	0.92	0.07	0.82	0.93
chr6	3712040	3712260	9103808	9103814	0.75	0.02	0.88	0.93
chr1	11515731	11515997	233596	233602	0.87	0.03	0.88	0.82
chr12	102161839	102162148	18123719	18123726	0.83	0.05	0.94	0.87
chr9	15086435	15086637	13521309	13521314	0.86	0.01	0.71	0.89
chr2	182727747	182728050	3880463	3880468	0.85	0.02	0.93	0.80
chr7	73602772	73603052	11276512	11276517	0.88	0.08	0.92	0.93
chr7	156678496	156679169	12044661	12044669	0.91	0.10	0.94	0.93
chr14	52783120	52783590	19622664	19622669	0.88	0.05	0.88	0.87
chr4	74855723	74856012	6701534	6701539	0.85	0.08	0.93	0.94
chr2	99404171	99404420	3190818	3190824	0.93	0.08	0.92	0.87
chr21	18900250	18900517	25841160	25841165	0.90	0.01	0.71	0.85
chr5	131982389	131982636	8540158	8540164	0.92	0.02	0.87	0.74
chr14	51258859	51259089	19608636	19608641	0.91	0.04	0.82	0.87
chr10	133473855	133474078	15929251	15929256	0.89	0.03	0.90	0.79
chr12	83095755	83096267	17987118	17987123	0.92	0.02	0.78	0.82
chr15	45507901	45508122	20488968	20488974	0.91	0.12	0.97	0.97
chr11	133032610	133032831	17248297	17248305	0.89	0.01	0.90	0.74
chr12	43183697	43183954	17646043	17646049	0.87	0.01	0.69	0.88
chr10	70289722	70290214	15273162	15273174	0.85	0.03	0.93	0.82
chr10	27905012	27905495	14944611	14944618	0.83	0.06	0.89	0.94
chr17	38334998	38335316	22709835	22709843	0.08	0.89	0.06	0.05
chr9	97355491	97355963	14068264	14068273	0.90	0.03	0.68	0.92
chr17	59277627	59277919	22973986	22973992	0.76	0.03	0.83	0.95
chr17	48380358	48380587	22867800	22867807	0.91	0.10	0.89	0.95
chr10	23029841	23030394	14899632	14899637	0.91	0.06	0.90	0.87
chr6	41713666	41713888	9529036	9529047	0.92	0.10	0.86	0.98
chr7	139343698	139343984	11843894	11843901	0.76	0.02	0.92	0.88
chr6	96985713	96985917	9888512	9888517	0.85	0.01	0.79	0.86
chr6	37332964	37333318	9485744	9485750	0.93	0.12	0.96	0.95
chr11	562090	562598	15998404	15998432	0.91	0.06	0.88	0.86
chr11	124888026	124888585	17161838	17161843	0.94	0.09	0.94	0.87
chr4	184240127	184240458	7458939	7458944	0.94	0.07	0.86	0.88
chr6	123115319	123115570	10077559	10077566	0.92	0.07	0.86	0.89
chr17	73643228	73643630	23155187	23155197	0.93	0.11	0.93	0.94
chr7	158455492	158456023	12085640	12085652	0.82	0.07	0.94	0.93
chr12	94984514	94984810	18062419	18062432	0.96	0.13	0.97	0.94
chr6	20868743	20869025	9283055	9283062	0.90	0.01	0.61	0.89
chr19	5994219	5994423	24207035	24207046	0.81	0.03	0.81	0.91
chr1	98073734	98074091	1121185	1121190	0.92	0.10	0.93	0.92
chr5	72922951	72923318	8135105	8135114	0.80	0.02	0.80	0.92
chr5	129793171	129793543	8522009	8522016	0.92	0.11	0.94	0.94
chr1	10657086	10657312	216920	216926	0.93	0.07	0.90	0.84
chr2	39017864	39018065	2690653	2690660	0.94	0.09	0.81	0.93
chr1	230076940	230077176	2082074	2082080	0.93	0.06	0.70	0.94
chr7	72169643	72170367	11249405	11249412	0.86	0.09	0.95	0.95
chr22	29766396	29766624	26377625	26377631	0.93	0.11	0.94	0.92
chr18	19335361	19335572	23511255	23511266	0.93	0.10	0.88	0.93
chr2	56083200	56083614	2839414	2839420	0.88	0.06	0.84	0.90
chr22	33855413	33855819	26434635	26434640	0.83	0.04	0.92	0.87
chr1	58540326	58540550	837775	837780	0.85	0.02	0.86	0.83
chr3	127555600	127555881	5476421	5476426	0.84	0.09	0.96	0.95
chr16	29266873	29267084	21539648	21539657	0.92	0.06	0.72	0.94
chr6	167601300	167601587	10472589	10472599	0.89	0.09	0.92	0.93
chr21	43960300	43960588	26078643	26078648	0.93	0.09	0.92	0.89
chr17	602873	603073	22197537	22197544	0.88	0.02	0.94	0.75
chr1	9864345	9864678	203743	203748	0.17	0.91	0.06	0.02
chr15	58759962	58760263	20596206	20596213	0.91	0.02	0.65	0.88
chr10	20392814	20393130	14873580	14873586	0.94	0.13	0.95	0.97
chr13	41372535	41372812	18768725	18768734	0.93	0.01	0.78	0.75
chr1	231058645	231059200	2094042	2094047	0.94	0.06	0.88	0.83
chr2	204376728	204376973	4034309	4034316	0.93	0.10	0.87	0.94
chr7	97935529	97935765	11474066	11474078	0.91	0.06	0.82	0.90
chr8	121787467	121787859	13125441	13125449	0.66	0.03	0.97	0.97
chr18	74554978	74555456	23956304	23956309	0.85	0.01	0.82	0.83
chr7	16853387	16853653	10757757	10757766	0.95	0.08	0.97	0.82
chr13	107137054	107137298	19238536	19238543	0.82	0.01	0.64	0.95
chr1	233174016	233174316	2115958	2115963	0.95	0.12	0.92	0.95
chr19	42948724	42949585	24772124	24772135	0.94	0.11	0.94	0.91
chr8	101896818	101897260	12990750	12990756	0.95	0.04	0.61	0.91
chr18	10244636	10244843	23441212	23441217	0.91	0.04	0.81	0.85
chr5	145611801	145612164	8685498	8685504	0.94	0.05	0.84	0.84
chr17	28333020	28333234	22579030	22579036	0.75	0.01	0.87	0.90
chr17	1509018	1509228	22223175	22223183	0.88	0.09	0.92	0.93
chr2	64218527	64218773	2902393	2902400	0.90	0.03	0.97	0.73
chr8	15616562	15617331	12295840	12295848	0.95	0.10	0.91	0.90
chr9	134112269	134112547	14463696	14463701	0.91	0.03	0.72	0.86
chr1	224737661	224738215	2012543	2012550	0.81	0.03	0.81	0.91
chr8	26508715	26508989	12409915	12409921	0.88	0.05	0.88	0.86
chr1	215424538	215424988	1938644	1938649	0.87	0.06	0.90	0.88
chr4	21130361	21130729	6343152	6343159	0.92	0.05	0.65	0.95
chr9	99791631	99792220	14100814	14100820	0.95	0.12	0.92	0.94
chr2	159796810	159797280	3704689	3704696	0.94	0.11	0.90	0.92
chr6	157494646	157495136	10353530	10353535	0.83	0.07	0.94	0.92
chr17	62216828	62217299	23011746	23011755	0.83	0.03	0.83	0.88
chr1	3177630	3177849	85938	85944	0.74	0.03	0.96	0.91
chr10	4228183	4228606	14696556	14696562	0.93	0.12	0.94	0.96
chr11	111228764	111229003	17013087	17013094	0.95	0.14	0.96	0.95
chr8	104124803	104125244	13013319	13013324	0.92	0.05	0.83	0.85
chr5	34167316	34167655	7863799	7863804	0.90	0.11	0.96	0.95
chr21	35482976	35483275	25975176	25975183	0.96	0.12	0.86	0.97
chr2	88895800	88896128	3118965	3118973	0.84	0.02	0.75	0.88
chr2	128191945	128192167	3462480	3462485	0.94	0.13	0.94	0.96
chr3	169743530	169743739	5793760	5793765	0.96	0.15	0.97	0.97
chr6	43081734	43081936	9549425	9549432	0.02	0.90	0.22	0.07
chr21	35460786	35461395	25975012	25975017	0.97	0.12	0.94	0.91
chr18	74463329	74463750	23954370	23954375	0.89	0.06	0.86	0.87
chr12	116811086	116811344	18284828	18284836	0.89	0.09	0.88	0.94
chr15	31291774	31292484	20337963	20337968	0.90	0.05	0.79	0.89
chr19	12000636	12001053	24328151	24328158	0.81	0.02	0.95	0.81
chr10	71121092	71121596	15284946	15284952	0.95	0.01	0.92	0.65
chr5	139037323	139037540	8619027	8619034	0.77	0.04	0.91	0.91
chr5	17122896	17123221	7746188	7746199	0.96	0.14	0.96	0.96
chr6	96467233	96468475	9885666	9885673	0.88	0.07	0.90	0.88
chr1	16610180	16610787	307109	307114	0.88	0.08	0.91	0.90
chr2	69702114	69702329	2949494	2949500	0.85	0.09	0.96	0.94
chr18	24772256	24772881	23562969	23562986	0.97	0.14	0.96	0.94
chr1	10712967	10713172	218455	218462	0.86	0.05	0.82	0.89
chr9	104335007	104335314	14143148	14143154	0.85	0.05	0.82	0.91
chr9	2229765	2230143	13428706	13428711	0.87	0.09	0.92	0.95
chr17	80848313	80848519	23331552	23331562	0.92	0.12	0.97	0.93
chr9	114125092	114125295	14218252	14218257	0.80	0.05	0.92	0.90
chr10	6610650	6610886	14724970	14724979	0.90	0.03	0.80	0.82
chr1	2988236	2988860	80009	80021	0.82	0.01	0.69	0.92
chr1	145616642	145617002	1323376	1323383	0.76	0.02	0.86	0.89
chr3	32548149	32548498	4723492	4723497	0.87	0.03	0.82	0.85
chr7	50689876	50690080	11057429	11057434	0.93	0.08	0.91	0.86
chr17	43549832	43550287	22796671	22796680	0.86	0.05	0.93	0.84
chr11	28094787	28095415	16270883	16270888	0.93	0.12	0.91	0.95
chr18	74668465	74669052	23957840	23957857	0.94	0.12	0.92	0.94
chr8	59951436	59951640	12686902	12686908	0.79	0.08	0.97	0.97
chr6	147703923	147704139	10255727	10255733	0.81	0.04	0.87	0.90
chr7	14125004	14125454	10739478	10739483	0.94	0.12	0.93	0.93
chr16	46717828	46718265	21630563	21630572	0.93	0.02	0.70	0.82
chr17	26648376	26648752	22553345	22553350	0.91	0.03	0.81	0.80
chr3	137889349	137890144	5572885	5572894	0.92	0.12	0.96	0.93
chr7	105669063	105669295	11586007	11586012	0.87	0.07	0.89	0.90
chr1	201647009	201647262	1801008	1801013	0.78	0.03	0.84	0.91
chr8	122051989	122052386	13127152	13127157	0.77	0.05	0.91	0.93
chr2	10150078	10150392	2407162	2407176	0.86	0.02	0.83	0.81
chr9	138732289	138732609	14562167	14562173	0.64	0.01	0.94	0.94
chr1	227219593	227220212	2042399	2042404	0.91	0.13	0.95	0.96
chr20	52040237	52040525	25613302	25613313	0.90	0.09	0.92	0.90
chr5	60751228	60751471	8036347	8036353	0.93	0.13	0.95	0.95
chr11	110368814	110369336	17007109	17007115	0.91	0.02	0.68	0.86
chr19	39197910	39198110	24703596	24703602	0.95	0.13	0.97	0.93
chr1	150626979	150627504	1374558	1374570	0.70	0.02	0.91	0.93
chr13	60282483	60283144	18916498	18916504	0.92	0.09	0.91	0.88
chr2	224846232	224846987	4208039	4208046	0.92	0.11	0.91	0.93
chr2	203957782	203958406	4029873	4029882	0.95	0.11	0.92	0.91
chr19	12269298	12269551	24332411	24332421	0.94	0.06	0.91	0.79
chr4	108465930	108467022	6927957	6927963	0.96	0.12	0.93	0.92
chr4	95225983	95226765	6846491	6846496	0.90	0.03	0.79	0.83
chr4	103653543	103653893	6900134	6900139	0.87	0.11	0.97	0.96
chr4	72411253	72411626	6686884	6686890	0.90	0.10	0.89	0.95
chr5	58846100	58846670	8023399	8023404	0.90	0.08	0.81	0.95
chr5	67326463	67326769	8081378	8081384	0.82	0.02	0.87	0.84
chr21	38487978	38488597	26011675	26011680	0.83	0.02	0.74	0.88
chr10	121258485	121258699	15774787	15774792	0.96	0.13	0.97	0.92
chr15	93460579	93460780	20988945	20988954	0.74	0.04	0.90	0.94
chr18	57061745	57062258	23810212	23810217	0.91	0.02	0.82	0.77
chr13	60986553	60987497	18921216	18921221	0.91	0.10	0.93	0.90
chr1	206320119	206321151	1857409	1857421	0.96	0.13	0.89	0.95
chr17	48380634	48380947	22867807	22867817	0.93	0.12	0.93	0.93
chr2	238889494	238889737	4365295	4365301	0.90	0.12	0.94	0.96
chr4	24374539	24374978	6365126	6365136	0.93	0.11	0.89	0.95
chr18	55926277	55926882	23796659	23796665	0.97	0.13	0.96	0.92
chr1	216931466	216931723	1948029	1948036	0.75	0.01	0.80	0.92
chr3	8053219	8053619	4508419	4508424	0.89	0.07	0.84	0.90
chr3	134333711	134334147	5544647	5544652	0.93	0.11	0.95	0.91
chr9	129098257	129098820	14369256	14369271	0.81	0.05	0.89	0.90
chr6	111536785	111537064	10000680	10000685	0.89	0.11	0.96	0.93
chr5	10292171	10292399	7683853	7683859	0.88	0.03	0.76	0.87
chr7	101502624	101502860	11538405	11538411	0.76	0.04	0.88	0.92
chr4	39698201	39698562	6476446	6476467	0.95	0.13	0.94	0.93
chr20	25359421	25359667	25315710	25315715	0.94	0.12	0.90	0.95
chr1	222976012	222976335	1993317	1993322	0.86	0.07	0.93	0.87
chr2	192223023	192223281	3939095	3939100	0.94	0.10	0.93	0.88
chr11	2323929	2324166	16047716	16047727	0.80	0.02	0.76	0.92
chr20	51834597	51834972	25611085	25611092	0.86	0.08	0.93	0.91
chr16	11072865	11073215	21303591	21303603	0.94	0.13	0.95	0.95
chr20	34439697	34440122	25397350	25397358	0.95	0.14	0.95	0.95
chr1	61729101	61729405	861254	861261	0.95	0.13	0.96	0.93
chr12	41484471	41484870	17632753	17632758	0.92	0.05	0.73	0.89
chr16	69928744	69928957	21869800	21869809	0.92	0.13	0.96	0.95
chr1	174885800	174886045	1606747	1606753	0.95	0.10	0.89	0.88
chr3	29871872	29872100	4703098	4703103	0.82	0.02	0.86	0.82
chr20	61578372	61578586	25752169	25752177	0.88	0.01	0.60	0.90
chr18	7737283	7737800	23414219	23414228	0.92	0.07	0.90	0.84
chr9	139217768	139217992	14574904	14574912	0.01	0.83	0.03	0.03
chr15	57511437	57512409	20584509	20584530	0.93	0.04	0.69	0.87
chr16	18542448	18542677	21406640	21406646	0.96	0.15	0.97	0.97
chr2	87050683	87050936	3099576	3099583	0.73	0.03	0.93	0.90
chr10	17028849	17029049	14843898	14843903	0.69	0.01	0.92	0.90
chr5	133532976	133533289	8559450	8559455	0.87	0.03	0.84	0.81
chr6	41727035	41727454	9529214	9529223	0.88	0.03	0.70	0.88
chr4	1820853	1821068	6117222	6117228	0.90	0.07	0.86	0.89
chr1	44378782	44378996	694113	694120	0.04	0.90	0.30	0.02
chr2	232672960	232673223	4279959	4279966	0.92	0.12	0.95	0.95
chr7	75119010	75119478	11305300	11305309	0.87	0.04	0.86	0.83
chr16	72445207	72445490	21904114	21904120	0.87	0.11	0.93	0.96
chr22	30971315	30971603	26395207	26395216	0.88	0.09	0.88	0.93
chr3	127554836	127555236	5476414	5476419	0.88	0.07	0.85	0.91
chr15	96872028	96872399	21020169	21020175	0.95	0.14	0.96	0.95
chr18	52930746	52930982	23770026	23770031	0.92	0.09	0.91	0.87
chr20	22551098	22551337	25285307	25285312	0.78	0.02	0.83	0.88
chr2	21089625	21089836	2509896	2509902	0.90	0.07	0.84	0.89
chr16	16135370	16135585	21375264	21375269	0.82	0.09	0.94	0.95
chr7	140328156	140328416	11857498	11857505	0.80	0.05	0.87	0.92
chr5	93430686	93431541	8284875	8284882	0.91	0.06	0.79	0.88
chr3	137722304	137722889	5571362	5571370	0.91	0.09	0.89	0.91
chr7	36131997	36132446	10925958	10925967	0.88	0.02	0.63	0.89
chr1	229167813	229168031	2071656	2071661	0.87	0.11	0.96	0.94
chr13	111277413	111277706	19280643	19280665	0.94	0.11	0.95	0.89
chr4	103941471	103941809	6902445	6902454	0.81	0.02	0.90	0.82
chr5	90559817	90560088	8267086	8267091	0.85	0.02	0.81	0.82
chr15	67706517	67706742	20698167	20698172	0.82	0.04	0.87	0.87
chr10	73093920	73094133	15310832	15310841	0.92	0.09	0.87	0.90
chr5	142208248	142209180	8662882	8662890	0.90	0.05	0.79	0.86
chr19	32917161	32917474	24595112	24595120	0.88	0.10	0.91	0.93
chr21	37535512	37535713	25996348	25996353	0.97	0.15	0.96	0.95
chr9	19336284	19336508	13558392	13558399	0.95	0.08	0.71	0.93
chr4	142977203	142978002	7159701	7159707	0.93	0.14	0.97	0.96
chr13	44239757	44240024	18792688	18792693	0.93	0.09	0.95	0.83
chr12	11776042	11776374	17420839	17420845	0.86	0.07	0.85	0.91
chr5	98305098	98305665	8317873	8317879	0.93	0.09	0.84	0.90
chr1	3104217	3104479	83683	83691	0.91	0.13	0.96	0.95
chr9	5751643	5752218	13456968	13456974	0.93	0.11	0.90	0.92
chr2	241482718	241483217	4411749	4411754	0.96	0.11	0.87	0.91
chr4	54357954	54358206	6569517	6569526	0.93	0.14	0.95	0.96
chr3	119246544	119247206	5392271	5392278	0.97	0.10	0.95	0.82
chr18	59381602	59382148	23827674	23827681	0.90	0.10	0.94	0.90
chr4	2672892	2673158	6134563	6134568	0.90	0.12	0.97	0.94
chr4	91286639	91287204	6824233	6824238	0.89	0.12	0.92	0.96
chr12	123326472	123326740	18381247	18381255	0.93	0.11	0.93	0.91
chr11	1039678	1039937	16014776	16014785	0.87	0.08	0.88	0.90
chr4	186742139	186742364	7493622	7493633	0.95	0.15	0.96	0.97
chr5	138008450	138008672	8605923	8605928	0.87	0.09	0.94	0.91
chr8	59885766	59886037	12686408	12686413	0.85	0.10	0.95	0.95
chr18	3135573	3135893	23370919	23370928	0.89	0.09	0.96	0.87
chr6	157431621	157432058	10352645	10352655	0.96	0.09	0.74	0.93
chr3	171964199	171964409	5814089	5814094	0.70	0.04	0.94	0.94
chr10	11660668	11660889	14774245	14774250	0.83	0.08	0.92	0.92
chr2	121672595	121672812	3408702	3408708	0.83	0.08	0.89	0.93
chr10	24729279	24729504	14914560	14914566	0.94	0.15	0.96	0.95
chr21	46201098	46201318	26129976	26129983	0.95	0.13	0.91	0.94
chr6	138891802	138892444	10192978	10192986	0.90	0.01	0.94	0.66
chr13	115004941	115005161	19353632	19353638	0.95	0.13	0.95	0.92
chr2	234404351	234404884	4305251	4305257	0.96	0.10	0.96	0.83
chr4	39206592	39207699	6470685	6470692	0.91	0.12	0.93	0.94
chr16	58065219	58065457	21751421	21751428	0.84	0.05	0.84	0.87
chr13	108809738	108810217	19252878	19252883	0.86	0.10	0.93	0.93
chr6	20788055	20788946	9282468	9282473	0.90	0.10	0.91	0.91
chr8	56964865	56965136	12663108	12663113	0.96	0.13	0.94	0.91
chr1	155160987	155161462	1432718	1432763	0.85	0.04	0.92	0.80
chr6	34531059	34531403	9447598	9447603	0.85	0.02	0.72	0.87
chr4	71764431	71764848	6681818	6681824	0.82	0.05	0.87	0.87
chr3	57221460	57221698	4981181	4981186	0.96	0.13	0.93	0.92
chr2	8648259	8648483	2386072	2386080	0.87	0.09	0.91	0.91
chr17	79997704	79998237	23306033	23306044	0.94	0.12	0.90	0.92
chr8	82208755	82209188	12849098	12849105	0.95	0.09	0.72	0.93
chr2	135808254	135808618	3547473	3547479	0.87	0.05	0.90	0.82
chr10	5672817	5673082	14710391	14710398	0.95	0.14	0.93	0.95
chr2	216363081	216363482	4123889	4123897	0.77	0.06	0.87	0.95
chr14	97830163	97830383	20051282	20051287	0.80	0.02	0.77	0.87
chr4	40246563	40247116	6484325	6484336	0.91	0.02	0.75	0.79
chr9	114680015	114680434	14224456	14224463	0.82	0.08	0.93	0.94
chr18	14221720	14222256	23491776	23491793	0.95	0.15	0.96	0.97
chr11	95696953	95697711	16909155	16909160	0.88	0.11	0.94	0.94
chr6	24936142	24936375	9318904	9318911	0.85	0.06	0.77	0.94
chr11	78303904	78304415	16792794	16792800	0.90	0.04	0.77	0.82
chr5	105490482	105490835	8359310	8359317	0.90	0.11	0.91	0.93
chr8	6607644	6608472	12189121	12189127	0.96	0.07	0.65	0.92
chr16	69755766	69756081	21867137	21867145	0.94	0.15	0.96	0.96
chr3	29489442	29489850	4700595	4700600	0.14	0.92	0.06	0.12
chr16	89141768	89142030	22154366	22154380	0.94	0.15	0.96	0.96
chr5	106840706	106841660	8367099	8367104	0.97	0.07	0.91	0.75
chr1	155154344	155154567	1432567	1432583	0.93	0.13	0.93	0.93
chr8	107631938	107632703	13036056	13036061	0.98	0.16	0.95	0.96
chr21	43770777	43771060	26075377	26075385	0.69	0.04	0.95	0.94
chr1	156132335	156132794	1448955	1448960	0.90	0.06	0.72	0.93
chr16	29763476	29763725	21548778	21548788	0.90	0.10	0.88	0.93
chr7	105910233	105910638	11588271	11588277	0.96	0.14	0.94	0.93
chr4	154618777	154619278	7245526	7245532	0.91	0.06	0.88	0.80
chr9	4814601	4815595	13449606	13449611	0.96	0.13	0.94	0.90
chr6	16460628	16461105	9241159	9241167	0.94	0.15	0.97	0.97
chr7	111369182	111369382	11625107	11625115	0.96	0.11	0.78	0.94
chr11	126072695	126073378	17176122	17176130	0.90	0.03	0.68	0.86
chr4	6959260	6959487	6205896	6205902	0.95	0.14	0.95	0.93
chr18	19602910	19603495	23513766	23513774	0.80	0.03	0.91	0.82
chr4	108616255	108616747	6928834	6928839	0.96	0.16	0.97	0.96
chr12	93393852	93394200	18047532	18047537	0.23	0.93	0.12	0.02
chr2	15400497	15401040	2461599	2461607	0.92	0.13	0.96	0.94
chr2	220066665	220066871	4163949	4163956	0.80	0.02	0.77	0.87
chr6	5541523	5541957	9125199	9125204	0.95	0.14	0.90	0.95
chr16	86996577	86996843	22096945	22096955	0.90	0.02	0.69	0.83
chr8	30604781	30605263	12454296	12454303	0.88	0.08	0.87	0.90
chr14	53212295	53213858	19626297	19626307	0.92	0.13	0.94	0.93
chr8	144610829	144611191	13360104	13360119	0.94	0.12	0.91	0.92
chr6	51734705	51736140	9617434	9617439	0.86	0.07	0.94	0.84
chr13	47194134	47194424	18821308	18821314	0.93	0.03	0.64	0.85
chr8	48254989	48255873	12588700	12588713	0.94	0.15	0.96	0.96
chr7	111394728	111394994	11625371	11625376	0.93	0.13	0.94	0.94
chr1	216893901	216894282	1947752	1947757	0.89	0.10	0.95	0.89
chr2	61468412	61468760	2877219	2877225	0.94	0.15	0.96	0.97
chr10	105191789	105192053	15630715	15630720	0.76	0.02	0.92	0.84
chr11	58442098	58442299	16491009	16491017	0.81	0.06	0.89	0.90
chrX	6380842	6381062	26839624	26839629	0.88	0.07	0.90	0.85
chr10	105751602	105752504	15638816	15638822	0.89	0.06	0.77	0.88
chr2	112824910	112825171	3326411	3326421	0.96	0.16	0.97	0.96
chr10	28874837	28875252	14953971	14953976	0.96	0.04	0.68	0.83
chr1	215438675	215439350	1938736	1938742	0.94	0.13	0.92	0.92
chr2	98912559	98912791	3185099	3185106	0.64	0.03	0.95	0.95
chr18	56678154	56678617	23805875	23805880	0.97	0.06	0.85	0.75
chr2	23734383	23734651	2528799	2528805	0.95	0.13	0.90	0.92
chr4	43741317	43741769	6516064	6516069	0.88	0.01	0.71	0.81
chr18	8806315	8806703	23425176	23425181	0.94	0.06	0.59	0.93
chr20	3440364	3441208	25120464	25120470	0.89	0.08	0.88	0.88
chr7	43799433	43799782	10989570	10989582	0.26	0.93	0.03	0.05
chr3	120363047	120363267	5401859	5401865	0.88	0.12	0.94	0.94
chr2	230703805	230704083	4253760	4253766	0.94	0.14	0.95	0.94
chr17	78569508	78569863	23262600	23262606	0.91	0.12	0.92	0.92
chr17	41192783	41193358	22753720	22753725	0.92	0.10	0.89	0.88
chr5	17298382	17298667	7748549	7748557	0.95	0.11	0.84	0.91
chr18	48324847	48325062	23739509	23739514	0.84	0.10	0.94	0.93
chr2	188649927	188650357	3914719	3914724	0.86	0.03	0.65	0.90
chr19	12607957	12608543	24337316	24337321	0.86	0.09	0.89	0.92
chr16	69858009	69858223	21868873	21868880	0.96	0.02	0.62	0.80
chr21	46200724	46200934	26129967	26129974	0.97	0.17	0.96	0.97
chr6	112163100	112163353	10006649	10006654	0.84	0.03	0.89	0.78
chr17	80696183	80696436	23327238	23327247	0.82	0.02	0.85	0.81
chr15	42213323	42213686	20450620	20450628	0.81	0.08	0.95	0.91
chr1	24046633	24047004	420079	420084	0.87	0.07	0.89	0.87
chr7	155520795	155521104	12027523	12027529	0.86	0.03	0.78	0.83
chr5	39863839	39864059	7910342	7910347	0.83	0.07	0.91	0.88
chr9	90271437	90271735	13987479	13987487	0.79	0.08	0.93	0.93
chr17	65284802	65285119	23048171	23048179	0.88	0.05	0.73	0.88
chr16	22289787	22290011	21451564	21451572	0.81	0.05	0.89	0.86
chr2	70684862	70685124	2961510	2961517	0.92	0.15	0.96	0.96
chr2	120003975	120004541	3386938	3386946	0.94	0.15	0.96	0.96
chr2	208762792	208762997	4073474	4073479	0.92	0.09	0.96	0.82
chr2	196846654	196848616	3967269	3967274	0.73	0.03	0.92	0.88
chr12	92279079	92280298	18039326	18039331	0.95	0.14	0.88	0.97
chr16	29164005	29164218	21537287	21537293	0.93	0.06	0.79	0.83
chr1	97097307	97098041	1115342	1115347	0.89	0.03	0.81	0.77
chr1	95639309	95639682	1106544	1106552	0.92	0.14	0.96	0.96
chr2	3275807	3276328	2333442	2333448	0.95	0.15	0.95	0.96
chr4	87738048	87738351	6796258	6796264	0.83	0.10	0.93	0.94
chr18	74627612	74627903	23957229	23957236	0.89	0.10	0.95	0.89
chr7	32907903	32908252	10899767	10899773	0.93	0.14	0.93	0.95
chr7	73949708	73949921	11283532	11283538	0.71	0.03	0.88	0.92
chr16	88578602	88578842	22135186	22135192	0.81	0.05	0.78	0.93
chr21	36547558	36548057	25987010	25987015	0.84	0.01	0.85	0.76
chr3	61924201	61924583	5022546	5022555	0.96	0.15	0.97	0.92
chr15	39893275	39893804	20415050	20415056	0.82	0.05	0.90	0.84
chr2	45066906	45067289	2746249	2746255	0.75	0.02	0.78	0.90
chr10	116087275	116087596	15721363	15721368	0.93	0.07	0.80	0.84
chr19	39205015	39205294	24703774	24703784	0.78	0.06	0.92	0.91
chr11	108055929	108056301	16989825	16989830	0.96	0.13	0.88	0.94
chr3	122808800	122809069	5421676	5421684	0.83	0.10	0.93	0.94
chr20	759392	759742	25086507	25086512	0.90	0.13	0.96	0.94
chr5	34245661	34245940	7864592	7864600	0.04	0.83	0.01	0.03
chr9	92247423	92247694	14011000	14011006	0.88	0.05	0.88	0.80
chr17	30869215	30869550	22613290	22613296	0.70	0.05	0.94	0.93
chr2	153021497	153021902	3659963	3659976	0.92	0.15	0.97	0.96
chr1	200949284	200949726	1791495	1791502	0.91	0.14	0.97	0.95
chr17	72430061	72430269	23130106	23130111	0.74	0.01	0.85	0.85
chr14	34554189	34554456	19488125	19488132	0.01	0.93	0.22	0.19
chr6	119031823	119032114	10051420	10051425	0.65	0.02	0.93	0.92
chr8	19136004	19136314	12327707	12327714	0.95	0.03	0.81	0.73
chr2	71578135	71578415	2972109	2972114	0.92	0.13	0.95	0.91
chr8	129049729	129049966	13189566	13189572	0.89	0.10	0.90	0.92
chr17	80653170	80653566	23325719	23325728	0.96	0.16	0.97	0.95
chr21	45396759	45397304	26110767	26110774	0.92	0.02	0.94	0.63
chr10	120931928	120932152	15769414	15769422	0.96	0.16	0.97	0.95
chr1	8176840	8177169	173637	173642	0.69	0.02	0.91	0.90
chr1	3104496	3104797	83691	83698	0.67	0.03	0.91	0.92
chr10	178052	178289	14634400	14634406	0.96	0.07	0.68	0.89
chr15	85503911	85504255	20900546	20900551	0.87	0.05	0.73	0.89
chr17	9385443	9386060	22371081	22371090	0.95	0.16	0.96	0.95
chr21	45505977	45506247	26112980	26112986	0.90	0.13	0.94	0.95
chr20	9051508	9051734	25173076	25173081	0.92	0.09	0.87	0.87
chr1	2045682	2046031	53500	53507	0.97	0.15	0.94	0.93
chr6	134942611	134942820	10159287	10159292	0.25	0.94	0.07	0.09
chr16	14628942	14629743	21350873	21350878	0.93	0.15	0.94	0.96
chr2	87462822	87463061	3104421	3104427	0.80	0.01	0.89	0.77
chr6	128664897	128665308	10112523	10112528	0.95	0.12	0.92	0.89
chr4	152651150	152651510	7227339	7227345	0.02	0.89	0.13	0.15
chr10	14620999	14621232	14817338	14817343	0.64	0.02	0.95	0.91
chr3	140168241	140168830	5592985	5592991	0.96	0.05	0.67	0.84
